$id,event,postEvent,effect:CHR,effect:INT,effect:STR,effect:MNY,effect:SPR,effect:LIF,effect:AGE,NoRandom,include,exclude,branch[],branch[],branch[]
40058,你已满千世轮回，踏入星尘境。你已不再是人，甚至也不是仙。你彻底从轮回之中超脱了,,1000,1000,1000,1000,1000,,,1,,,,,
40059,……吗？,,,,,,,-1,,,EVT?[40058],,,,
40060,你留下一座传承洞府。,你把《仙脉图录》法门留下了。,,,,,,,,,EVT?[40028],"(AEVT?[40061])|(EVT?[40039,40060])",,,
40061,你进入一处传承洞府，得到了太古修行法门《仙脉图录》。,你转修太古法门，达到净息前期。,2,2,2,,,,,,AEVT?[40060],(AEVT?[40061])|(EVT?[40001]),,,
10346,寿元终。,,,,,,,-1,,,TLT?[1048],"EVT?[10333,40001,40061]",TLT?[1048]:10000,,
10347,寿元终。,,,,,,,-1,,,TLT?[1048],"EVT?[10345,10361,40001,40061]",TLT?[1048]:10000,,
10348,你突破到金丹二层。,,,1,3,,,,,,"(EVT?[10345,10361])&(STR>450)&(INT>10)&(TLT?[1048])",EVT?[10348],,,
10349,图你美色，一个境界极高的人强行和你双修。,体质大幅提升。,,,100,,,,,,(EVT?[10333])&(CHR>10)&(TLT?[1048]),EVT?[10349],,,
10350,你发现一种加快修行速度的方法。,体质大幅提升。,,,50,,,,,,(EVT?[10333])&(INT>10)&(TLT?[1048]),,,,
10351,周天经脉通畅，体质再次提升。,,,,5,,,,,,(EVT?[10333])&(STR>100)&(TLT?[1048]),,,,
10352,你突破到金丹三层。,,,1,3,,,,,,(EVT?[10348])&(STR>500)&(INT>15)&(TLT?[1048]),EVT?[10352],,,
10353,你突破到金丹四层。,,,1,3,,,,,,(EVT?[10352])&(STR>550)&(INT>20)&(TLT?[1048]),EVT?[10353],,,
10354,你突破到金丹五层。,,,1,3,,,,,,(EVT?[10353])&(STR>600)&(INT>30)&(TLT?[1048]),EVT?[10354],,,
10355,你突破到金丹六层。,,,1,3,,,,,,(EVT?[10354])&(STR>650)&(INT>40)&(TLT?[1048]),EVT?[10355],,,
10356,你突破到金丹七层。,,,1,3,,,,,,(EVT?[10355])&(STR>700)&(INT>50)&(TLT?[1048]),EVT?[10356],,,
10357,你突破到金丹八层。,,,1,3,,,,,,(EVT?[10356])&(STR>750)&(INT>65)&(TLT?[1048]),EVT?[10357],,,
10358,你突破到金丹九层。,,,1,3,,,,,,(EVT?[10357])&(STR>850)&(INT>80)&(TLT?[1048]),EVT?[10358],,,
10359,你遭到元婴大能截杀。,,,,,,,,,,TLT?[1048],"EVT?[10359,10365]",STR>1000:10360,,STR<1000:10000
10360,你将其越级反杀。,得到大量宝物。属性提升。,,50,500,,2,,,1,,,,,
10361,你服用了祖传药丸，突破到了金丹一层。,并且你有两枚金丹。寿元提升到500年。,,50,500,,1,,,,(EVT?[10344])&(TLT?[1048])&(TLT?[1065]),"EVT?[10361,10345]",,,
10362,蕴丹。,体质、智力提升。,,1,3,,,,,,"(EVT?[10345,10361])&(STR>400)&(TLT?[1048])",EVT?[10365],,,
10363,你加入了一个隐世宗派成为长老。,得到大量修炼资源。,,10,100,,,,,,"(EVT?[10345,10361])&(STR>450)&(INT>10)&(TLT?[1048])",EVT?[10363],,,
10364,你斩杀了一个筑基修士，获得少量资源。,,,,10,,,,,,"(EVT?[10345,10361])&(STR>450)&(INT>10)&(TLT?[1048])",,,,
10365,你突破到元婴一层。,寿元提升到500年。,,30,,,,,,,(EVT?[10358])&(STR>1000)&(INT>100)&(TLT?[1048]),EVT?[10365],,,
10366,你斩杀了大量筑基修士，获得不少资源。,,,10,100,,,,,,"(EVT?[10345,10361])&(STR>450)&(INT>10)&(TLT?[1048])",,,,
10367,悟道。,,,2,1,,,,,,(EVT?[10365])&(INT>100)&(TLT?[1048]),,,,
20367,你悟出了一条天道！,属性大幅提升。,,100,1000,,10,,,,"(EVT?[10365])&(TLT?[1048])&((TLT?[1033,1122])|(EVT?[10715]))",EVT?[20367],,,
10368,寿元终。,,,,,,,-1,,,TLT?[1048],"EVT?[10365,10361,40001]",TLT?[1048]:10000,,
20369,你截杀一个金丹修士，不料被其越级反杀。,,,,,,,,,,(EVT?[10365])&(STR<1100)&(TLT?[1048]),,TLT?[1048]:10000,,
10369,你突破到元婴二层。,,,2,,,,,,,(EVT?[10365])&(INT>150)&(TLT?[1048]),EVT?[10369],,,
10370,你突破到元婴三层。,,,2,,,,,,,(EVT?[10369])&(INT>180)&(TLT?[1048]),EVT?[10370],,,
10371,你突破到元婴四层。,,,2,,,,,,,(EVT?[10370])&(INT>210)&(TLT?[1048]),EVT?[10371],,,
10372,你突破到元婴五层。,,,2,,,,,,,(EVT?[10371])&(INT>240)&(TLT?[1048]),EVT?[10372],,,
10373,你突破到元婴六层。,,,2,,,,,,,(EVT?[10372])&(INT>280)&(TLT?[1048]),EVT?[10373],,,
10374,你突破到元婴七层。,,,2,,,,,,,(EVT?[10373])&(INT>320)&(TLT?[1048]),EVT?[10374],,,
10375,你突破到元婴八层。,,,2,,,,,,,(EVT?[10374])&(INT>360)&(TLT?[1048]),EVT?[10375],,,
10376,你突破到元婴九层。,,,2,,,,,,,(EVT?[10375])&(INT>400)&(TLT?[1048]),EVT?[10376],,,
10377,你突破到渡劫期。,,,10,10,,,,,,(EVT?[10375])&(INT>500)&(TLT?[1048]),EVT?[10377],,,
10378,准备渡劫。,,,1,10,,,,,,(EVT?[10377])&(INT>500)&(TLT?[1048]),EVT?[10378],,,
10379,寿元终。,,,,,,,,,,TLT?[1048],EVT?[10377],TLT?[1048]:10000,,
20380,你悟出了剑道。,体质提升。,,,50,,,,,,(EVT?[10365])&(INT>100)&(TLT?[1048]),EVT?[20380],,,
20381,你悟出了雷电大道。,可以抵消第九重雷劫。,,20,20,,,,,,(EVT?[10365])&(INT>100)&(TLT?[1048]),EVT?[20381],,,
20382,你悟出了人道。,你悟透了伟大的马克思主义。,,20,20,,2,,,,(EVT?[10365])&(INT>100)&(TLT?[1048]),EVT?[20382],,,
20383,你悟出了风之大道。,你可以使用风元素力飞行了。但你本来就可以飞。,,20,20,,,,,,(EVT?[10365])&(INT>100)&(TLT?[1048]),EVT?[20383],,,
20384,你悟出了空手道。,好像没什么用。,,,,,,,,,(EVT?[10365])&(INT>100)&(TLT?[1048]),EVT?[20384],,,
10380,你悟出水之大道。,,,20,20,,,,,,(EVT?[10365])&(INT>100)&(TLT?[1048]),EVT?[10380],,,
10381,你悟出火之大道。,,,20,20,,,,,,(EVT?[10365])&(INT>100)&(TLT?[1048]),EVT?[10381],,,
10382,你悟出金之大道。,,,20,20,,,,,,(EVT?[10365])&(INT>100)&(TLT?[1048]),EVT?[10382],,,
10383,你悟出木之大道。,,,20,20,,,,,,(EVT?[10365])&(INT>100)&(TLT?[1048]),EVT?[10383],,,
10384,你悟出土之大道。,,,20,20,,,,,,(EVT?[10365])&(INT>100)&(TLT?[1048]),EVT?[10384],,,
10385,你进入顿悟状态。,,,20,,,,,,,(EVT?[10365])&(INT>100)&(TLT?[1048]),,,,
10386,你悟出了空间大道。,,,50,50,,,,,,(EVT?[10365])&(INT>300)&(TLT?[1048]),EVT?[10386],,,
10387,你悟出了时间大道。,,,50,50,,,,,,(EVT?[10365])&(INT>300)&(TLT?[1048]),EVT?[10387],,,
10388,你悟出了混沌大道。,,,100,100,,,,,,(EVT?[10365])&(INT>300)&(TLT?[1048]),EVT?[10388],,,
10389,你悟出了生命大道。,,,75,75,,,,,,(EVT?[10365])&(INT>300)&(TLT?[1048]),EVT?[10389],,,
10390,你悟出了毁灭大道。,,,75,75,,,,,,(EVT?[10365])&(INT>300)&(TLT?[1048]),EVT?[10390],,,
10391,开始渡劫。九重雷劫开始。,,,,,,,,,,EVT?[10377],,EVT?[10377]:10392,,
10392,第一重雷劫落下。,,,,,,,,,1,,,STR>1100:10393,(STR<1101)&(TLT?[1134]):20409,STR<1101:10000
10393,第二重雷劫落下。,,,,,,,,,1,,,STR>1200:10394,(STR<1201)&(TLT?[1134]):20409,STR<1201:10000
10394,第三重雷劫落下。,,,,,,,,,1,,,STR>1300:10395,(STR<1301)&(TLT?[1134]):20409,STR<1301:10000
10395,第四重雷劫落下。,,,,,,,,,1,,,STR>1400:10396,(STR<1401)&(TLT?[1134]):20409,STR<1401:10000
10396,第五重雷劫落下。,,,,,,,,,1,,,STR>1500:10397,(STR<1501)&(TLT?[1134]):20409,STR<1501:10000
10397,第六重雷劫落下。,,,,,,,,,1,,,STR>1600:10398,(STR<1601)&(TLT?[1134]):20409,STR<1601:10000
10398,第七重雷劫落下。,,,,,,,,,1,,,STR>1700:10399,(STR<1701)&(TLT?[1134]):20409,STR<1701:10000
10399,第八重雷劫落下。,,,,,,,,,1,,,STR>1800:10400,(STR<1801)&(TLT?[1134]):20409,STR<1801:10000
10400,第九重雷劫落下。,,,,,,,,,1,,,(STR>2000)|(EVT?[20381]):10401,(STR<2001)&(TLT?[1134]):20409,STR<2001:10000
10401,雷劫度过，元神劫开始。,,,,,,,,,1,,,EVT?[10377]:10402,,
10402,金之元神劫落下。,,,,,,,,,1,,,"EVT?[10382,20367]:10403",(EVT?[10377])&(TLT?[1134]):20409,EVT?[10377]:10000
10403,木之元神劫落下。,,,,,,,,,1,,,"EVT?[10383,20367]:10404",(EVT?[10377])&(TLT?[1134]):20409,EVT?[10377]:10000
10404,水之元神劫落下。,,,,,,,,,1,,,"EVT?[10380,20367]:10405",(EVT?[10377])&(TLT?[1134]):20409,EVT?[10377]:10000
10405,火之元神劫落下。,,,,,,,,,1,,,"EVT?[10381,20367]:10406",(EVT?[10377])&(TLT?[1134]):20409,EVT?[10377]:10000
10406,土之元神劫落下。,,,,,,,,,1,,,"EVT?[10384,20367]:10407",(EVT?[10377])&(TLT?[1134]):20409,EVT?[10377]:10000
10407,本源元神劫落下。,,,,,,,,,1,,,"EVT?[10386,10387,10388,10389,10390,20367]:10408",(EVT?[10377])&(TLT?[1134]):20409,EVT?[10377]:10000
10408,心魔劫降临。,,,,,,,,,1,,,SPR>10:10409,(EVT?[10377])&(TLT?[1134]):20409,EVT?[10377]:10000
10409,渡劫成功！你飞升到仙界了。,你作为“人”的人生结束了。,,,,,,-1,,1,,,,,
20409,你没有扛过这一劫。灵魂碎片侥幸逃出，你转世重生了。,身体变弱，记忆尽失，但你的道之境界还在。,,,-1000,,,,-500,1,,,,,
20408,你觉醒前世记忆，重新踏上修行路。,,,,,,,,,,(TLT?[1134])&(EVT?[10391]),,,,
10410,你成为了动漫高手，经常在网上骂战。,,,,,,,,,,EVT?[10189],"(EVT?[10410,10002])|(TLT?[1014])",STR>5:20410,,INT<6:20411
20410,你还喜欢在萌战吧、S1和bangumi茶话会发钓鱼帖。,,,,,,2,,,1,,,,,
20411,你还喜欢在B站评论区和人撕逼然后截图挂QQ群。,,,,,,,,,1,,,,,
10411,你开始追星。,,,,,,,,,,MNY<8,"EVT?[10411,10413]",STR>6:20412,,INT<4:20413
20412,你经常抽时间帮爱豆刷数据。,,,,,,,,,1,,,,,
20413,你追的爱豆塌房了，被全网封禁。,,,,,,-1,,,1,,,,,
10412,你有了第一部自己的手机。,,,,,,,,,,(MNY>3)&(EVT?[10009]),(MNY>7)|(EVT?[10412]),,,
10413,某外籍知名明星因强奸罪被抓。,,,,,,,,,,EVT?[10009],"EVT?[10413,20413]",INT<4:20414,,
20414,该明星恰好是你家爱豆。你崩溃了。,,,,,,-1,,,1,,,,,
10414,附近开始流行肺炎，你在家中不敢出门。,,,,,,,,,,EVT?[10009],EVT?[10414],,,
10415,高考改革，英语被取消了。,,,,,,,,,,EVT?[10009],EVT?[10415],"(EVT?[10237,10238,10239])&(INT<8):20415",,
20415,你无语，你当年怎么没这么好的事儿。,,,,,,,,,1,,,,,
10416,高考改革，新增了中特社作为必考科目。,,,,,,,,,,"EVT?[10009,10010]",EVT?[10416],,,
10417,体育总局新规定，体测成绩必须100米跑进10秒才及格。,,,,,,,,,,EVT?[10009],EVT?[10417],STR>9:20417,,
20417,你寻思这也不是很难啊。,,,,,,,,,1,,,,,
10418,塔利班组织占领华盛顿。,,,,,,,,,,EVT?[10009],EVT?[10418],INT<2:20418,,
20418,你压根儿不知道塔利班和华盛顿是啥东西。,,,,,,,,,1,,,,,
10419,本·拉登复出，发视频称当年是假死。,,,,,,,,,,EVT?[10009],EVT?[10419],INT<2:20419,,
20419,你压根儿不知道本·拉登是啥东西。,,,,,,,,,1,,,,,
10420,希特勒的遗骨被发现。,,,,,,,,,,EVT?[10009],EVT?[10420],,,
10421,爱因斯坦失窃的部分大脑标本被追回。,,,,,,,,,,EVT?[10009],EVT?[10421],(INT<4)&(MNY>8):20421,,
20421,然后被你斥巨资购买了。,,,,,-2,,,,1,,,,,
10422,据说有人在深山里发现了古装的居民。官方通报是在拍电视剧。,,,,,,,,,,"EVT?[10009,10010]",EVT?[10422],INT>8:20422,,
20422,直觉告诉你事情没这么简单。,,,,,,,,,1,,,,,
10423,隔壁城市发生特大交通事故，数十人伤亡。,,,,,,,,,,"EVT?[10009,10010]",EVT?[10423],(CHR>8)|(MNY>8):20423,,
20423,有知情人告诉你不是交通事故，好像是一个在天上飞的人……,,,,,,,,,1,,,,,
10424,日本发生8.0级地震。,,,,,,,,,,"EVT?[10009,10010]","EVT?[10424,11476,10425]",SPR>9:20425,,
10425,日本发生9.0级地震。,,,,,,,,,,EVT?[10009],"EVT?[10425,11476,10424]",SPR>7:20425,,
20425,你意识到这场地震并不寻常……,,,,,,,,,1,,,,,
10426,中国大陆收复台湾。,,,,,,,,,,EVT?[10009],EVT?[10426],(CHR>8)&(MNY>8):20426,,
20426,但据你所知，并没有出动军队和武器，好像只派了少量的“人”？,,,,,,,,,1,,,,,
10427,清华北大合并为清北大学。,,,,,,,,,,EVT?[10009],EVT?[10427],,,
10428,南京大学和同济大学合并为南同大学。,,,,,,,,,,EVT?[10009],"EVT?[10428,10429]",,,
10429,南京大学和东南大学合并为京东大学。,,,,,,,,,,EVT?[10009],"EVT?[10429,10428]",,,
10430,VR技术突破，用户可以意识进入虚拟空间。目前该技术还未进入民用。,,,,,,,,,,EVT?[10009],EVT?[10430],INT>9:20431,,
20431,你认为这是虚假消息。,,,,,,,,,1,,,,,
10431,游哈米发布次时代手游大作《神原》。,,,,,,,,,,EVT?[10009],EVT?[10431],MNY>6:20432,,
20432,你试着玩了玩并且充了点钱，啥好角色都抽不到。,,,,,,,,,1,,,,,
10432,腾讯收购网易。,,,,,,,,,,EVT?[10009],EVT?[10432],SPR>7:20433,,
20433,还好你不玩网易游戏。,,,,,,,,,1,,,,,
10433,拼多多收购阿里巴巴。,,,,,,,,,,EVT?[10009],EVT?[10433],,,
10434,字节跳动市值超过微软。,,,,,,,,,,EVT?[10009],EVT?[10434],,,
10435,你和网民争论兰博基尼和法拉利哪个档次高。,,,,,,,,,,EVT?[10009],"EVT?[10435,10002]",,,
10436,中国开放十八胎生育。,,,,,,,,,,EVT?[10009],EVT?[10436],"EVT![10268,10269,10272]:20436",,
20436,笑死，一个都不生。,,,,,,,,,1,,,,,
10437,全球新冠确诊病例首次清零。,,,,,,,,,,EVT?[10009],EVT?[10437],STR>2:20437,,
20437,你终于可以呼吸到新鲜空气了。,,,,,,,,,1,,,,,
10438,曹县成功申办2066年奥运会。,,,,,,,,,,EVT?[10009],EVT?[10438],,,
10439,日本武力攻占珍珠港。,,,,,,,,,,EVT?[10009],"EVT?[10439,11476]",,,
20439,据说他们没有使用飞机、舰船和炮弹。,,,,,,,,,1,,,(CHR>8)&(STR>8):20439,,
10440,朝鲜计划向美国和韩国投下两颗原子弹。,计划败露。,,,,,,,,,EVT?[10009],EVT?[10440],,,
10441,芜湖机场世界排名升至第一。,,,,,,,,,,EVT?[10009],EVT?[10441],,,
10442,蚌埠房价一年内翻倍，国家出手调控。,,,,,,,,,,EVT?[10009],EVT?[10442],,,
10443,我国两极分化迅速减小，人民幸福指数进一步提高。,,,,,,,,,,"EVT?[10009,10010]",EVT?[10443],(MNY<4)&(SPR<4):20443,,
20443,但你家还是很穷，而且也不算幸福。,,,,,,,,,1,,,,,
20444,但你家还是很穷。,,,,,,,,,1,,,,,
10444,中国GDP超过美国。,,,,,,,,,,"EVT?[10009,10010]",EVT?[10444],MNY<3:20444,,
10445,江苏省省会改为苏州。,,,,,,,,,,EVT?[10009],EVT?[10445],,,
10446,英国和法国断交。,,,,,,,,,,EVT?[10009],EVT?[10446],,,
10447,中国当前首富被爆是美国间谍，在机场被抓获。,,,,,,,,,,EVT?[10009],EVT?[10447],,,
10448,国家公布中产阶级标准：家庭年收入100万。,,,,,,,,,,"EVT?[10009,10010]","EVT?[10448,11297]",MNY<4:20448,,
20448,你感觉太离谱了。,,,,,,,,,1,,,,,
10449,海底火山爆发，马里亚纳海沟被填平。,,,,,,,,,,EVT?[10009],EVT?[10449],,,
10450,上海数十名小学生春游，成功登顶珠穆朗玛峰。,,,,,,,,,,EVT?[10009],EVT?[10450],,,
10451,北京一本录取率首次超过99%。,,,,,,,,,,"EVT?[10009,10010]",EVT?[10451],(MNY<4)&(TLT![1010]):20452,,
20452,可恶的天龙人。,,,,,,,,,1,,,,,
10452,特朗普再度当选美国总统。,,,,,,,,,,EVT?[10009],EVT?[10452],(SPR>6)&(INT>2):20453,,
20453,你感觉又有乐子了。,,,,,,1,,,1,,,,,
10453,拜登遭到暗杀。,,,,,,,,,,EVT?[10009],EVT?[10453],,,
10454,云南发现一种红白斑点蘑菇，吃了可以变大。,,,,,,,,,,EVT?[10009],EVT?[10454],"EVT?[10188,10194]:20454",,
20454,你预测那里还存在一种花，吃了可以发射火球。,,,,,,,,,1,,,,,
10455,医学奇迹，全球首例断头重生手术成功。,,,,,,,,,,EVT?[10009],EVT?[10455],,,
10456,女女生育技术取得重大突破。,,,,,,,,,,EVT?[10009],EVT?[10456],"(EVT?[10007,10008])&(TLT![1026]):20456",,
20456,你感到很高兴。,,,,,,1,,,1,,,,,
10457,科学家宣布，人类Y染色体再过500年就会灭亡。,,,,,,,,,,"EVT?[10009,10010]",EVT?[10457],,,
10458,有个乞丐向你推销“仙法”秘籍。,你没有搭理他。,,,,,,,,,,EVT?[10458],INT>10:20461,,
20461,你购买了一本《仙脉图录》。,,,,,,,,,,,,,,
10459,最新研究显示，人类的寿命极限是500岁。,,,,,,,,,,"EVT?[10009,10010]",EVT?[10459],INT<4:20459,,
20459,你觉得太荒谬了。,,,,,,,,,1,,,,,
10460,美国爆发了第二次南北战争，南方社会主义党和北方民主党之间发生了战争，最终南方获得了胜利，美国成为了新的社会主义国家。,,,,,,,,,,EVT?[10009],EVT?[10460],SPR>6:20460,,
20460,你突然感觉人生无憾了。,,,,,,,,,1,,,,,
10461,奥运会在安徽省会南京成功举办。,,,,,,,,,,EVT?[10009],EVT?[10461],,,
10462,你被门夹伤了手。,,,,,,,,,,EVT?[10009],EVT?[10462],,,
10463,你不小心摔了一跤，磕掉了一颗牙。,,,,,,,,,,EVT?[10009],,,,
10464,你在购物时中了个四等奖：一包纸巾。,,,,,,,,,,EVT?[10009],"EVT?[10464,10465,10466,10467]",,,
10465,你在购物时中了个三等奖：一个电饭锅。,,,,,,,,,,EVT?[10009],"EVT?[10464,10465,10466,10467]",,,
10466,你在购物时中了个二等奖：一个电冰箱。,,,,,,1,,,,EVT?[10009],"EVT?[10464,10465,10466,10467]",,,
10467,你在购物时中了个一等奖：三亚七日游。,你快乐地游玩了一个冬天。,,,,,2,,,,EVT?[10009],"EVT?[10464,10465,10466,10467]",,,
10468,你进入流水线工厂工作。,,,,,,,,,,"EVT?[10237,10025,10156,10155,10198]","EVT?[10475,10476,10477,10226,10468]",,,
10469,每天重复的加工十分无聊。,,,,,,,,,,EVT?[10468],"EVT?[10469,10473,10226]",,,
10470,员工宿舍十几个人挤在一间。,,,,,,,,,,EVT?[10468],"EVT?[10470,10473,10226]",,,
10471,你工作攒下了一点钱。,,,,,,,,,,EVT?[10468],"EVT?[10471,10473,10226]",,,
10472,你加工零件非常熟练了。,,,,,,,,,,EVT?[10468],"EVT?[10472,10473,10226]",,,
10473,工厂倒闭了，厂长带着小姨子跑了。,你失业了。,,,,,-1,,,,EVT?[10468],"EVT?[10473,10226]",,,
10474,你四处求职，但因为太丑而找不到工作。,,,,,,,,,,"(CHR<3)&(EVT?[10237,10238,10239,10198,10199,10200])","EVT?[10226,10468,10202,10259,10191,10475,10476,10477]",,,
10475,你大学毕业后回村当了老师。,,,,,,,,,,"EVT?[10237,10238,10239]","EVT?[10475,10476,10477,10468]",,,
10476,你大学毕业后回村当了护士。,,,,,,,,,,"EVT?[10237,10238,10239]","EVT?[10476,10001,10475,10477,10468]",,,
10477,你大学毕业后回村当了医生。,,,,,,,,,,"EVT?[10237,10238,10239]","EVT?[10477,10475,10476,10468]",,,
10478,在乡下工作的一个好处是，没有城市里那么繁忙。,,,,,,,,,,"EVT?[10475,10476,10477]",EVT?[10478],,,
10479,你的工资虽然不高，但这份工作你挺喜欢的。,,,,,,1,,,,"EVT?[10475,10476,10477]","EVT?[10479,10490]",,,
10480,孩子们很难教，基础太差了。,,,,,,,,,,EVT?[10475],EVT?[10480],,,
10481,你现在很受村民们尊重。,,,,,,,,,,"(CHR>6)&(EVT?[10475,10477])","EVT?[10481,10484]",,,
10482,有的病人很迷信，不听你的话。,,,,,,,,,,"EVT?[10476,10477]",EVT?[10482],,,
10483,有个村民被车撞了，你连夜为他做手术。,,,,,,,,,,EVT?[10477],EVT?[10483],,,
10484,你遭到了村民的调戏。,,,,,,,,,,EVT?[10476],"EVT?[10484,10481]",,,
10485,开家长会，但来的基本都是学生的祖辈，很少有父母来。,,,,,,,,,,EVT?[10475],EVT?[10485],,,
10486,你出了套试卷，全班学生没有一个及格。,,,,,,,,,,EVT?[10475],EVT?[10486],,,
10487,工作顺利的一年，没发生什么大事。,,,,,,,,,,"EVT?[10475,10476,10477]",,,,
10488,像你一样返乡工作的大学生越来越少了。,,,,,,,,,,"EVT?[10475,10476,10477]",EVT?[10488],,,
10489,村里基本只有老人和孩子。,,,,,,,,,,"EVT?[10475,10476,10477]",EVT?[10489],,,
10490,你对人生有些迷茫。,,,,,,,,,,"EVT?[10475,10476,10477]",EVT?[10490],,,
10491,工作的闲暇时，你会看看动漫。,,,,,,,,,,"(EVT?[10475,10476,10477])&(EVT?[10007,10008])",,,,
10492,你退休了。,,,,,,,,,,"EVT?[10475,10476,10477]","EVT?[10492,10001]",,,
10493,你退休了。,,,,,,,,,,"EVT?[10475,10476,10477]","EVT?[10492,10002]",,,
10494,体质过低，胎死腹中。,,,,,,,,,,STR<0,TLT?[1071],STR<0:10000,,
10495,意外发现古代宗派遗宝。,,,1,10,,1,,,,TLT?[1048],EVT?[10495],,,
10496,偶遇筑基期散修。,他无视了你。,,,,,,,,,TLT?[1048],"EVT?[10496,20409]",CHR<5:10497,,
10497,他嫌你长得丑，把你杀了。,,,,,,,,,1,,,CHR<5:10000,,
10498,父母经常带你去附近的公园和大学校园玩。,,,,,,,,,,(MNY>3)&(EVT?[10011]),EVT?[10498],,,
10499,你喜欢在图书馆的儿童区和别的小朋友一起玩。,,,,,,,,,,(MNY>3)&(EVT?[10011]),EVT?[10499],,,
10500,父母同时教你英语和汉语。,,,,,,,,,,EVT?[10011],EVT?[10500],,,
10501,父母开始用照片和日记记录下你的点点滴滴。,,,,,,,,,,EVT?[10011],EVT?[10501],,,
10502,家里很有钱，父母所有东西都为你准备最好的。,,,,,,,,,,(MNY>7)&(EVT?[10011]),EVT?[10502],,,
10503,家里很穷，但父母尽力为你准备更好的生活。,,,,,,,,,,(MNY<4)&(EVT?[10011]),EVT?[10503],,,
10504,你开始上幼儿园。,,,,,,,,,,(MNY>3)&(EVT?[10011]),EVT?[10504],,,
10505,你上不起幼儿园，父母开始教你学习。,,,,,,,,,,(MNY<4)&(EVT?[10011]),EVT?[10505],,,
10506,你每天和小朋友、老师们玩游戏、做手工、唱歌跳舞。,,,,,,,,,,EVT?[10504],EVT?[10506],,,
10507,父母给你买了一书架的启蒙童书。,,,,,,,,,,EVT?[10504],EVT?[10507],,,
10508,每周一次的看动画片时间是你的最爱。,,,,,,,,,,EVT?[10011],EVT?[10508],,,
10509,你的父母请了家教来教你游泳。,,,,,,,,,,EVT?[10504],EVT?[10509],,,
10510,你的父母请了家教来教你弹钢琴。,,,,,,,,,,EVT?[10504],EVT?[10510],,,
10511,你的父母请了家教来教你法语。,,,,,,,,,,EVT?[10504],"EVT?[10511,10512]",,,
10512,你的父母请了家教来教你西班牙语。,,,,,,,,,,EVT?[10504],"EVT?[10511,10512]",,,
10513,你平时很少出门，因为父母说外面很危险。,,,,,,-1,,,,EVT?[10505],EVT?[10513],,,
10514,附近发生了一起枪击案。,,,,,,-1,,,,EVT?[10505],EVT?[10514],,,
10515,父母说要好好学习，考上好大学离开这里。,,,,,,,,,,EVT?[10505],EVT?[10515],,,
10516,你比同龄人学了更多的知识。,,,1,,,,,,,EVT?[10505],EVT?[10516],,,
10517,你的父亲在地铁上被暴徒攻击，受了伤。,,,,,,-1,,,,EVT?[10505],EVT?[10517],,,
10518,你开始上小学了。,,,,,,,,,,EVT?[10011],EVT?[10518],,,
10519,你比其他同学更聪明，学得更快懂得更多。,老师很喜欢你。,,,,,,,,,(INT>5)&(EVT?[10011]),EVT?[10519],,,
10520,虽然你是亚裔，但你没有感觉有什么不同。,,,,,,,,,,EVT?[10504],EVT?[10520],,,
10521,有好几个小朋友向你表白。,,,,,,1,,,,(CHR>6)&(EVT?[10011]),EVT?[10521],,,
10522,班上的几个非裔同学经常欺负你。,,,,,,-1,,,,(STR<7)&(CHR<7)&(EVT?[10505]),(EVT?[10522])|(TLT![1037]),,,
10523,你在家中主要用中文交流，在学校都用英文。,,,,,,,,,,EVT?[10011],EVT?[10523],,,
10524,你的运动很棒，同学们都很崇拜你。,,,,,,1,,,,(STR>7)&(EVT?[10011]),EVT?[10524],,,
10525,因为你的成绩最好，老师允许你躺在班上的秋千椅上听课。,,,,,,1,,,,(INT>6)&(EVT?[10504]),EVT?[10525],,,
10526,课堂上经常做小实验。,,,,,,,,,,EVT?[10011],EVT?[10526],,,
10527,有次整整一天，老师带你们出去观察昆虫。,,,,,,,,,,EVT?[10504],EVT?[10527],,,
10528,老师夸你的数学和科学知识已经不比中学生差了。,,,,,,1,,,,(INT>6)&(EVT?[10011]),EVT?[10528],,,
10529,学校举办唱歌比赛。,,,,,,,,,,EVT?[10011],EVT?[10529],EVT?[10049]:20529,,
20529,你拿了第一名。,,,,,,1,,,1,,,,,
10530,在学校经常运动，身体越来越棒。,,,,1,,,,,,EVT?[10011],"EVT?[10530,10531]",,,
10531,在学校经常运动，身体越来越棒。,,,,1,,,,,,EVT?[10011],"EVT?[10530,10531]",,,
10532,班上没有几个白人同学，而会说汉语的有好几个。,,,,,,,,,,EVT?[10505],EVT?[10532],,,
10533,班上有个男孩欺负一个女孩，你勇敢站出来制止了他。,,,,,,,,,,(STR>4)&(EVT?[10504]),EVT?[10533],,,
10534,有两个学生在班上抽烟，但老师不敢管。,,,,,,-1,,,,EVT?[10505],(EVT?[10534])|(TLT?[1072]),TLT?[1108]:20534,,
20534,你跳出来管他们，被其中一个学生掏枪打死了。,,,,,,,,,1,,,TLT?[1108]:10000,,
10535,你们班里又转来一个中国学生。,,,,,,,,,,EVT?[10011],EVT?[10535],,,
10536,父母的事业非常成功，家境变得更好了。,,,,,1,,,,,EVT?[10504],EVT?[10536],,,
10537,父母的事业取得了一定成功，家境有所好转。,,,,,1,,,,,EVT?[10505],EVT?[10537],,,
10538,老师教你们操作电脑，但你早就会了。,,,,,,,,,,EVT?[10504],EVT?[10538],,,
10539,老师有时会带来一大堆零食，分给所有同学。,,,,,,1,,,,EVT?[10011],EVT?[10539],,,
